Neighborhood,Building.Classification,Total.Units,Year.Built,Gross.SqFt,Estimated.Gross.Income,Gross.Income.per.SqFt,Estimated.Expense,Expense.per.SqFt,Net.Operating.Income,Full.Market.Value,Market.Value.per.SqFt,Boro
BEDFORD STUYVESANT,R4-CONDOMINIUM,4,2003,5890,104842,17.8,50713,8.61,54129,391001,66.38,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,5,NA,7463,132841,17.8,64256,8.61,68585,495000,66.33,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,5,2003,8270,147206,17.8,71205,8.61,76001,548000,66.26,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,21442,459931,21.45,202841,9.46,257090,1885000,87.91,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,24,NA,33600,720720,21.45,317856,9.46,402864,2954000,87.92,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,20470,439082,21.45,193646,9.46,245436,1799996,87.93,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,10403,223144,21.45,98412,9.46,124732,914999,87.96,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,12338,264650,21.45,116717,9.46,147933,1084999,87.94,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,12110,250677,20.7,102778,8.49,147899,1085999,89.68,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,6,2004,12164,251795,20.7,103236,8.49,148559,1091999,89.77,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2004,7297,151048,20.7,61930,8.49,89118,655002,89.76,Brooklyn
BEDFORD STUYVESANT,R9-CONDOMINIUM,72,NA,93353,1478712,15.84,665607,7.13,813105,5557000,59.53,Brooklyn
BEDFORD STUYVESANT,R2-CONDOMINIUM,36,2003,58244,1205651,20.7,494317,8.49,711334,5225002,89.71,Brooklyn
BEDFORD STUYVESANT,R2-CONDOMINIUM,16,2006,11808,244426,20.7,100215,8.49,144211,1059004,89.69,Brooklyn
BEDFORD STUYVESANT,R9-CONDOMINIUM,50,NA,64803,1217648,18.79,584471,9.02,633177,4550000,70.21,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2004,24200,454718,18.79,186434,7.7,268284,1927999,79.67,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2004,24200,454718,18.79,186434,7.7,268284,1928001,79.67,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2004,24200,454718,18.79,186434,7.7,268284,1928001,79.67,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2004,24200,454718,18.79,186434,7.7,268284,1928002,79.67,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2004,24200,454718,18.79,186434,7.7,268284,1927998,79.67,Brooklyn
BEDFORD STUYVESANT,R2-CONDOMINIUM,32,2006,23344,576597,24.7,236405,10.13,340192,2473001,105.94,Brooklyn
BEDFORD STUYVESANT,R2-CONDOMINIUM,13,1910,11030,166332,15.08,81401,7.38,84931,536802,48.67,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2002,13115,248792,18.97,102005,7.78,146787,1079000,82.27,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,20,2004,25423,463207,18.22,189915,7.47,273292,1967005,77.37,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2004,13007,246743,18.97,101165,7.78,145578,1045000,80.34,Brooklyn
CLINTON HILL,R2-CONDOMINIUM,24,1991,60350,1031382,17.09,460471,7.63,570911,4127007,68.38,Brooklyn
CLINTON HILL,R4-CONDOMINIUM,49,2009,53178,1030590,19.38,432848,8.14,597742,4285998,80.6,Brooklyn
CLINTON HILL,R4-CONDOMINIUM,10,2007,11935,247055,20.7,101293,8.49,145762,974600,81.66,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,18,2005,20620,426834,20.7,177136,8.59,249698,1833999,88.94,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,7,2006,9965,206276,20.7,84573,8.49,121703,894000,89.71,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2002,17958,371731,20.7,152410,8.49,219321,1610996,89.71,Brooklyn
BEDFORD STUYVESANT,R2-CONDOMINIUM,4,2003,7968,164938,20.7,67625,8.49,97313,715000,89.73,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2002,15531,321492,20.7,131812,8.49,189680,1392998,89.69,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,5,2006,10746,222442,20.7,91201,8.49,131241,964000,89.71,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,6,2002,27054,560018,20.7,229607,8.49,330411,2427999,89.75,Brooklyn
BEDFORD STUYVESANT,R2-CONDOMINIUM,12,2004,14095,291767,20.7,119624,8.49,172143,1264996,89.75,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,14,2005,17536,362995,20.7,148828,8.49,214167,1572999,89.7,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,10,NA,13470,278829,20.7,114320,8.49,164509,1209000,89.76,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,17274,357572,20.7,146605,8.49,210967,1550001,89.73,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,10,2006,19639,421257,21.45,172715,8.79,248542,1825996,92.98,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2004,20930,448949,21.45,184069,8.79,264880,1942001,92.79,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2009,18965,406799,21.45,166788,8.79,240011,1550000,81.73,Brooklyn
CLINTON HILL,R9-CONDOMINIUM,14,1900,15401,218592,14.19,104924,6.81,113668,788000,51.17,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,12,2003,15957,393180,24.64,161204,10.1,231976,1686001,105.66,Brooklyn
BEDFORD STUYVESANT,R2-CONDOMINIUM,5,2004,6127,115126,18.79,43869,7.16,71257,513000,83.73,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,16,2006,17259,425262,24.64,174357,10.1,250905,1823998,105.68,Brooklyn
BEDFORD STUYVESANT,R2-CONDOMINIUM,14,2003,17065,276453,16.2,113312,6.64,163141,1111000,65.1,Brooklyn
BEDFORD STUYVESANT,R2-CONDOMINIUM,12,2010,22160,280102,12.64,101050,4.56,179052,1198003,54.06,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,95,1920,130468,3214732,24.64,1575219,12.07,1639513,11918003,91.35,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,103,NA,107974,2660479,24.64,1079740,10,1580739,11490001,106.41,Brooklyn
BEDFORD STUYVESANT,R2-CONDOMINIUM,4,2004,6056,117184,19.35,50568,8.35,66616,478001,78.93,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,8,2007,8327,236986,28.46,94928,11.4,142058,1021001,122.61,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,67,2003,76541,1481068,19.35,639117,8.35,841951,6037009,78.87,Brooklyn
CLINTON HILL,R2-CONDOMINIUM,25,NA,29054,564810,19.44,269331,9.27,295479,1726990,59.44,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,32,2006,40106,784072,19.55,321470,8.02,462602,3315006,82.66,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,19,2006,11899,216800,18.22,86625,7.28,130175,937000,78.75,Brooklyn
FORT GREENE,R2-CONDOMINIUM,31,1988,40875,899659,22.01,367875,9,531784,3894003,95.27,Brooklyn
FORT GREENE,R2-CONDOMINIUM,16,NA,19724,385604,19.55,157792,8,227812,1350000,68.44,Brooklyn
FORT GREENE,R2-CONDOMINIUM,23,NA,31540,610299,19.35,263359,8.35,346940,2159998,68.48,Brooklyn
FORT GREENE,R2-CONDOMINIUM,28,NA,34890,675122,19.35,291332,8.35,383790,2348005,67.3,Brooklyn
CLINTON HILL,R4-CONDOMINIUM,48,1930,38056,736384,19.35,337557,8.87,398827,2738999,71.97,Brooklyn
CLINTON HILL,R2-CONDOMINIUM,12,1930,9280,181424,19.55,96046,10.35,85378,612000,65.95,Brooklyn
CLINTON HILL,R2-CONDOMINIUM,13,1930,20857,407754,19.55,120553,5.78,287201,2057998,98.67,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,20,1910,29817,607840,20.39,282069,9.46,325771,2335005,78.31,Brooklyn
CLINTON HILL,R2-CONDOMINIUM,48,1957,59400,787644,13.26,363528,6.12,424116,2942016,49.53,Brooklyn
CLINTON HILL,R2-CONDOMINIUM,12,1899,10734,236899,22.07,95318,8.88,141581,1010998,94.19,Brooklyn
CLINTON HILL,R2-CONDOMINIUM,8,1920,7370,193463,26.25,79301,10.76,114162,754002,102.31,Brooklyn
CLINTON HILL,R4-CONDOMINIUM,16,NA,18039,280229,15.53,128077,7.1,152152,1093003,60.59,Brooklyn
CLINTON HILL,R2-CONDOMINIUM,16,2006,11725,338640,28.88,116898,9.97,221742,1592999,135.86,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,29,2009,24001,469220,19.55,164227,6.84,304993,2186001,91.08,Brooklyn
BEDFORD STUYVESANT,R4-CONDOMINIUM,36,NA,32500,675597,20.79,211250,6.5,464347,3083004,94.86,Brooklyn
CLINTON HILL,R2-CONDOMINIUM,53,1915,63540,1022714,16.1,463842,7.3,558872,4016001,63.2,Brooklyn
CLINTON HILL,R2-CONDOMINIUM,11,2005,12942,195373,15.1,76549,5.91,118824,2500000,193.17,Brooklyn
CLINTON HILL,R2-CONDOMINIUM,11,NA,7631,143386,18.79,62193,8.15,81193,582999,76.4,Brooklyn
DOWNTOWN-METROTECH,R4-CONDOMINIUM,56,1926,58179,1280520,22.01,486598,8.36,793922,5813998,99.93,Brooklyn
DOWNTOWN-METROTECH,R4-CONDOMINIUM,251,NA,332324,8760061,26.36,3854427,11.6,4905634,35494000,106.81,Brooklyn
DOWNTOWN-METROTECH,R4-CONDOMINIUM,240,2007,202727,5343884,26.36,2190992,10.81,3152892,22812025,112.53,Brooklyn
FORT GREENE,R2-CONDOMINIUM,12,1987,22750,389935,17.14,164710,7.24,225225,1628001,71.56,Brooklyn
FORT GREENE,R4-CONDOMINIUM,74,2007,85404,1761030,20.62,807922,9.46,953108,6980002,81.73,Brooklyn
FORT GREENE,R2-CONDOMINIUM,30,1900,34820,691873,19.87,380530,10.93,311343,2228000,63.99,Brooklyn
FORT GREENE,R4-CONDOMINIUM,108,2006,118153,3008175,25.46,1450919,12.28,1557256,11289998,95.55,Brooklyn
FORT GREENE,R4-CONDOMINIUM,22,1931,21120,464851,22.01,220915,10.46,243936,1463000,69.27,Brooklyn
FORT GREENE,R2-CONDOMINIUM,13,1925,17910,331872,18.53,161548,9.02,170324,1210000,67.56,Brooklyn
FORT GREENE,R4-CONDOMINIUM,179,1927,206022,5430740,26.36,2226603,10.81,3204137,23183003,112.53,Brooklyn
FORT GREENE,R9-CONDOMINIUM,1,1931,6400,118592,18.53,66048,10.32,52544,378000,59.06,Brooklyn
FORT GREENE,R4-CONDOMINIUM,27,2003,38798,912141,23.51,373978,9.64,538163,3925001,101.17,Brooklyn
WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,24,1999,47988,860905,17.94,425174,8.86,435731,3140004,65.43,Brooklyn
WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,31,2000,60569,927311,15.31,380198,6.28,547113,3755993,62.01,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,NA,14820,332116,22.41,149452,10.08,182664,1336006,90.15,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,NA,14820,364424,24.59,185250,12.5,179174,1303001,87.92,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,2003,20160,495734,24.59,237952,11.8,257782,1873999,92.96,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,2005,17639,433743,24.59,208197,11.8,225546,1640002,92.98,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,30,2006,33036,721176,21.83,274047,8.3,447129,3275998,99.16,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,14,1920,23760,518681,21.83,233406,9.82,285275,2089999,87.96,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,130,NA,147926,3476261,23.5,1564317,10.57,1911944,12711003,85.93,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,11,2001,11178,216741,19.39,97533,8.73,119208,862003,77.12,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,27,1999,36290,709832,19.56,283788,7.82,426044,3054000,84.16,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,40,NA,73295,1622018,22.13,824569,11.25,797449,5838999,79.66,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,12,2003,11981,265140,22.13,119313,9.96,145827,1068002,89.14,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,12,2004,23520,494626,21.03,187958,7.99,306668,1959996,83.33,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,16,2007,20661,457228,22.13,205753,9.96,251475,1841002,89.11,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,75,2003,83525,2021305,24.2,707457,8.47,1313848,9570006,114.58,Brooklyn
WILLIAMSBURG-SOUTH,R9-CONDOMINIUM,140,2003,171432,4585806,26.75,1605032,9.36,2980774,21956000,128.07,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,135,2003,191889,5133031,26.75,1950552,10.17,3182479,20150005,105.01,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,28,NA,59400,1314522,22.13,657261,11.07,657261,4812001,81.01,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,12,2004,10001,231523,23.15,108816,10.88,122707,895996,89.59,Brooklyn
WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,20,NA,43937,739899,16.84,514942,11.72,224957,1899994,43.24,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,19,1900,29440,651507,22.13,331200,11.25,320307,2345000,79.65,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,18,1900,27024,598041,22.13,304020,11.25,294021,2152999,79.67,Brooklyn
WILLIAMSBURG-SOUTH,R2-CONDOMINIUM,19,1917,21746,390123,17.94,175555,8.07,214568,1546000,71.09,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,36,1997,45801,916020,20,430529,9.4,485491,3471998,75.81,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,12,1924,38800,702668,18.11,351334,9.06,351334,2574003,66.34,Brooklyn
WILLIAMSBURG-SOUTH,R4-CONDOMINIUM,4,1995,9696,183933,18.97,90127,9.3,93806,672000,69.31,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,66,2001,85046,1824237,21.45,766180,9.01,1058057,7759011,91.23,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,68,NA,83403,1788994,21.45,751461,9.01,1037533,7608012,91.22,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,48,NA,67712,1452422,21.45,610085,9.01,842337,6176998,91.22,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,13,1900,25704,407151,15.84,183270,7.13,223881,1529998,59.52,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004,14884,271186,18.22,119519,8.03,151667,1091998,73.37,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,1998,13669,298394,21.83,134277,9.82,164117,1201998,87.94,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,66,1920,92218,1978076,21.45,1068161,11.58,909915,6672003,72.35,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,1999,19680,422136,21.45,198404,10.08,223732,1641000,83.38,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,13,1915,25980,487125,18.75,301108,11.59,186017,1337001,51.46,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004,20000,375000,18.75,153750,7.69,221250,1589999,79.5,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,NA,16950,211536,12.48,90960,5.37,120576,808004,47.67,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,2005,16950,350865,20.7,150872,8.9,199993,1468998,86.67,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,1999,22844,472871,20.7,236436,10.35,236435,1737000,76.04,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,NA,22704,469973,20.7,234987,10.35,234986,1725996,76.02,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,19,2000,53792,1020434,18.97,551034,10.24,469400,3369001,62.63,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,2003,26762,553973,20.7,276987,10.35,276986,2034999,76.04,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,11,2004,32400,610092,18.83,305046,9.42,305046,2192000,67.65,Brooklyn
WILLIAMSBURG-CENTRAL,R2-CONDOMINIUM,21,1990,38358,653400,17.03,321440,8.38,331960,2403994,62.67,Brooklyn
WILLIAMSBURG-CENTRAL,R2-CONDOMINIUM,12,1999,25904,537508,20.75,268754,10.38,268754,1973997,76.2,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2006,19540,404478,20.7,153702,7.87,250776,1842004,94.27,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2006,21528,445630,20.7,169339,7.87,276291,2030002,94.3,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2006,21338,441697,20.7,167845,7.87,273852,2012000,94.29,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2006,22253,460637,20.7,175042,7.87,285595,2098004,94.28,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,13,2007,19400,401580,20.7,152600,7.87,248980,1829000,94.28,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2007,29200,604440,20.7,229687,7.87,374753,2753006,94.28,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,13,2006,21570,446499,20.7,169670,7.87,276829,2034000,94.3,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2001,26819,555153,20.7,305334,11.38,249819,1835000,68.42,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,35,NA,61764,1650334,26.72,825167,13.36,825167,5964998,96.58,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,16,2003,24787,490039,19.77,225418,9.09,264621,1893999,76.41,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,16,NA,24787,490039,19.77,225418,9.09,264621,1893999,76.41,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,2002,27648,572314,20.7,263264,9.52,309050,2269999,82.1,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,17,2002,17772,351352,19.77,161622,9.09,189730,1357998,76.41,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,16,2002,15052,297578,19.77,122007,8.11,175571,1256998,83.51,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,17,2002,16059,317486,19.77,130169,8.11,187317,1340999,83.5,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,2002,28727,559602,19.48,257417,8.96,302185,2165999,75.4,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,12,2003,21510,419015,19.48,192747,8.96,226268,1622004,75.41,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004,25452,479261,18.83,196497,7.72,282764,2032000,79.84,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004,26950,507469,18.83,208062,7.72,299407,2151002,79.81,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004,23692,446120,18.83,182909,7.72,263211,1891000,79.82,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2004,25452,463735,18.22,190131,7.47,273604,1969004,77.36,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,18,2005,32189,603544,18.75,247453,7.69,356091,2559000,79.5,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,16,2005,27224,510450,18.75,209285,7.69,301165,2163998,79.49,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,113,1998,196286,3680363,18.75,1803378,9.19,1876985,13489026,68.72,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,32,2000,39000,836550,21.45,342986,8.79,493564,3618992,92.79,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,12,2001,29866,559988,18.75,251995,8.44,307993,2213004,74.1,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,18,2006,23938,448838,18.75,157093,6.56,291745,2097006,87.6,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,17,2006,22389,470841,21.03,193045,8.62,277796,2039006,91.07,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,13,2006,20004,420684,21.03,172480,8.62,248204,1821998,91.08,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,33,2004,40200,753750,18.75,369338,9.19,384412,2763002,68.73,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,16,2003,24331,456206,18.75,209855,8.63,246351,1770000,72.75,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,16,2003,24331,456206,18.75,209855,8.63,246351,1770000,72.75,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,16,2003,24635,461906,18.75,212477,8.63,249429,1793000,72.78,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,16,2004,16303,305681,18.75,125329,7.69,180352,1296001,79.49,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,13,2004,14998,281213,18.75,115297,7.69,165916,1192003,79.48,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,27,2006,39038,731963,18.75,314744,8.06,417219,2998001,76.8,Brooklyn
WILLIAMSBURG-CENTRAL,R2-CONDOMINIUM,12,2004,20148,322771,16.02,145066,7.2,177705,1188996,59.01,Brooklyn
WILLIAMSBURG-CENTRAL,R2-CONDOMINIUM,12,2002,20931,335315,16.02,150703,7.2,184612,1236001,59.05,Brooklyn
WILLIAMSBURG-CENTRAL,R2-CONDOMINIUM,12,2002,15840,253757,16.02,114048,7.2,139709,934999,59.03,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2006,19823,425203,21.45,174333,8.79,250870,1839997,92.82,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2006,24214,510431,21.08,209277,8.64,301154,2209998,91.27,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,19,1931,40294,758736,18.83,417305,10.36,341431,2452994,60.88,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,28,2001,38600,827970,21.45,339468,8.79,488502,3582005,92.8,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2001,16637,345384,20.76,141581,8.51,203803,1497002,89.98,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2001,16637,344386,20.7,141198,8.49,203188,1493000,89.74,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2003,16637,344386,20.7,141198,8.49,203188,1493004,89.74,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2003,16648,344614,20.7,141292,8.49,203322,1494000,89.74,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2002,14000,289800,20.7,118818,8.49,170982,1255999,89.71,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,28,2003,45000,931500,20.7,381915,8.49,549585,4036998,89.71,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,28,2005,32854,680078,20.7,278832,8.49,401246,2948000,89.73,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,20,2005,32291,668424,20.7,274054,8.49,394370,2897001,89.72,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,28,2005,32523,673226,20.7,276023,8.49,397203,2918002,89.72,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,14,2005,17940,371358,20.7,152257,8.49,219101,1609000,89.69,Brooklyn
WILLIAMSBURG-CENTRAL,R4-CONDOMINIUM,28,2005,38717,801442,20.7,328591,8.49,472851,3474000,89.73,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,25,2001,43571,651822,14.96,293233,6.73,358589,3042000,69.82,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,15,2002,21000,359940,17.14,161973,7.71,197967,1539977,73.33,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,26,2000,40232,754350,18.75,339458,8.44,414892,2982003,74.12,Brooklyn
WILLIAMSBURG-EAST,R4-CONDOMINIUM,14,2006,14400,298080,20.7,122213,8.49,175867,1291998,89.72,Brooklyn
WILLIAMSBURG-NORTH,RR-CONDOMINIUM,42,1919,33400,570806,17.09,279224,8.36,291582,2108000,63.11,Brooklyn
WILLIAMSBURG-NORTH,R4-CONDOMINIUM,45,1900,51213,993020,19.39,504448,9.85,488572,3503001,68.4,Brooklyn
WILLIAMSBURG-NORTH,R4-CONDOMINIUM,86,2007,85905,948391,11.04,426776,4.97,521615,3222000,37.51,Brooklyn
WILLIAMSBURG-NORTH,R4-CONDOMINIUM,28,2006,24885,543240,21.83,222728,8.95,320512,2347992,94.35,Brooklyn
WILLIAMSBURG-NORTH,R4-CONDOMINIUM,13,2007,11576,248305,21.45,101805,8.79,146500,1074001,92.78,Brooklyn
WILLIAMSBURG-NORTH,R4-CONDOMINIUM,120,2009,129715,1963885,15.14,1049394,8.09,914491,6287006,48.47,Brooklyn
WILLIAMSBURG-NORTH,R4-CONDOMINIUM,20,2008,22096,558587,25.28,259407,11.74,299180,2142000,96.94,Brooklyn
WILLIAMSBURG-NORTH,R4-CONDOMINIUM,26,1910,35801,711366,19.87,355683,9.94,355683,2544997,71.09,Brooklyn
WILLIAMSBURG-NORTH,R4-CONDOMINIUM,40,2007,40773,874581,21.45,358578,8.79,516003,3784002,92.81,Brooklyn
WILLIAMSBURG-NORTH,R2-CONDOMINIUM,11,NA,11383,213773,18.78,91922,8.08,121851,837000,73.53,Brooklyn
WILLIAMSBURG-NORTH,R2-CONDOMINIUM,36,2004,52477,1052164,20.05,431387,8.22,620777,4438997,84.59,Brooklyn
WILLIAMSBURG-NORTH,R4-CONDOMINIUM,96,2007,85701,2107388,24.59,800807,9.34,1306581,9498000,110.83,Brooklyn
WILLIAMSBURG-NORTH,R4-CONDOMINIUM,27,2007,30567,655662,21.45,268821,8.79,386841,2836999,92.81,Brooklyn
